Manaus;1302603;1.0
Uarini;1304260;0.5396825396825397
Japurá;1302108;nan
Alvarães;1300029;nan
Codajás;1301308;1.0
Autazes;1300300;nan
Borba;1300805;1.0
Juruti;1503903;0.5540540540540541
Monte Alegre;1504802;0.5526315789473685
Itacoatiara;1301902;1.0
Belém;1501402;0.5692307692307692
Baião;1501204;nan
Mocajuba;1504604;0.38095238095238093
Cametá;1502103;0.375
Breves;1501808;0.5671641791044776
Almeirim;1500503;0.5254237288135594
Maraã;1302801;0.5178571428571429
Prainha;1506005;0.5595238095238095
Coari;1301209;1.0
Alenquer;1500404;0.5254237288135594
Gurupá;1503101;0.5416666666666666
Parintins;1303403;0.5454545454545454
São Sebastião da Boa Vista;1507706;0.39090909090909093
Santarém;1506807;0.611764705882353
Canutama;1300904;nan
Óbidos;1505106;0.569620253164557
Beruri;1300631;1.0
Tapauá;1304104;0.5357142857142857
Lábrea;1302405;nan
Anajás;1500701;1.0
Laranjal do Jari;1600279;0.42063492063492064
Vitória do Jari;1600808;0.4383561643835616
Humaitá;1301704;0.75
Porto de Moz;1505908;0.39090909090909093
Macapá;1600303;0.40186915887850466
Barcarena;1501303;1.0
Oeiras do Pará;1505205;0.3888888888888889
Rio Grande;4315602;nan
São José do Norte;4318507;1.0
Nova Olinda do Norte;1303106;0.5555555555555556
Porto Velho;1100205;nan
Caapiranga;1300839;0.6
Afuá;1500305;nan
Muaná;1504901;0.3786407766990291
Novo Aripuanã;1303304;0.5535714285714286
Faro;1503002;0.5423728813559322
Nhamundá;1303007;0.5087719298245614
Urucurituba;1304401;0.5714285714285714
Terra Santa;1507979;0.5247524752475248
Maués;1302900;0.5178571428571429
Itaparica;2916104;nan
Salvador;2927408;1.0
Itapiranga;4208401;nan
Pinheirinho do Vale;4314498;1.0
Acará;1500206;nan
Santana;1600600;0.4444444444444444
Traipu;2709202;nan
Gararu;2802403;1.0
Manicoré;1302702;0.5370370370370371
Bagre;1501105;nan
Altamira;1500602;nan
Vitória do Xingu;1508357;0.408
Tefé;1304203;0.6470588235294118
Juruá;1302207;0.6666666666666666
Portel;1505809;0.3904761904761905
Melgaço;1504505;0.38095238095238093
Oriximiná;1505304;0.4946236559139785
Senador José Porfírio;1507805;0.3983739837398374
Areia Branca;2401107;nan
Grossos;2404408;1.0
Anori;1300102;1.0
Abaetetuba;1500107;nan
Careiro da Várzea;1301159;nan
Curralinho;1502806;0.3786407766990291
Vera Cruz;2933208;0.6666666666666666
Tabatinga;1304062;0.5849056603773585
Benjamin Constant;1300607;1.0
Fonte Boa;1301605;0.75
Tucumã;1508084;0.28901734104046245
Iranduba;1301852;nan
Chaves;1502509;1.0
Salvaterra;1506302;0.36893203883495146
Tucuruí;1508100;0.2847222222222222
Humberto de Campos;2105005;nan
São José de Ribamar;2111201;1.0
Icatu;2105104;nan
Novo Airão;1303205;0.5087719298245614
Penedo;2706703;nan
Santana do São Francisco;2806404;1.0
Amaturá;1300060;nan
Manacapuru;1302504;1.0
Jutaí;1302306;0.7777777777777778
Manaquiri;1302553;0.5555555555555556
São Paulo de Olivença;1303908;0.5769230769230769
Itaguatins;1710706;nan
Imperatriz;2105302;1.0
Alcântara;2100204;nan
São Luís;2111300;1.0
Piaçabuçu;2706802;nan
Brejo Grande;2800704;1.0
Pilão Arcado;2924405;nan
Xique-Xique;2933604;1.0
Marabá;1504208;nan
Santo Antônio do Içá;1303700;0.5686274509803921
Itapiranga;1302009;0.5714285714285714
Carauari;1301001;nan
Angra dos Reis;3300100;nan
Mangaratiba;3302601;1.0
Aveiro;1501006;nan
Santa Cruz do Arari;1506401;0.375
Ponta de Pedras;1505700;0.36893203883495146
Limoeiro do Ajuru;1504000;0.38317757009345793
Curuá;1502855;0.3516483516483517
Guaraqueçaba;4109500;nan
Paranaguá;4118204;1.0
Tonantins;1304237;0.5964912280701754
Remanso;2926004;nan
Sento Sé;2930204;1.0
Itaituba;1503606;1.0
Anamã;1300086;nan
Urucará;1304302;0.5423728813559322
São Gabriel da Cachoeira;1303809;0.5263157894736842
Cruzeiro do Sul;1200203;nan
Marechal Thaumaturgo;1200351;1.0
Barcelos;1300409;nan
Porto Real do Colégio;2707503;nan
Propriá;2805703;1.0
Imaruí;4207205;nan
Laguna;4209409;1.0
São Sebastião do Uatumã;1303957;0.5272727272727272
Cachoeira do Arari;1502004;0.36893203883495146
Boa Vista do Ramos;1300680;1.0
Viseu;1508308;nan
Carutapera;2102903;1.0
Santa Isabel do Rio Negro;1303601;0.5178571428571429
Porto Walter;1200393;1.0
Barreirinha;1300508;nan
Primeira Cruz;2109403;1.0
Ipixuna;1301803;1.0
Soure;1507904;0.36893203883495146
